GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1003653916,20210911,202109,2021,2021.6877,USA,SACRAMENTO,USA,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,060,060,06,2,6.0,5,1,5,-0.256410256410249,3,"Sacramento, California, United States",US,USCA,38.5816,-121.494,1659564,3,"Sacramento, California, United States",US,USCA,38.5816,-121.494,1659564,3,"El Dorado County, California, United States",US,USCA,38.7666,-120.518,277273,20210911,https://goldrushcam.com/sierrasuntimes/index.php/news/local-news/33318-california-governor-gavin-newsom-requests-presidential-major-disaster-declaration-to-support-caldor-fire-response-and-recovery-efforts
1003656634,20210911,202109,2021,2021.6877,,,,,,,,,,,IND,CHENNAI,IND,,,,,,,,1,192,192,19,4,-9.5,4,1,4,-0.97087378640776,0,,,,,,,4,"Chennai, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,20210911,https://www.thehindu.com/news/cities/chennai/3-kg-gold-seized-at-airport/article36409073.ece
1003656888,20210911,202109,2021,2021.6877,HIN,HINDU,,,,HIN,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,6,1,6,-0.97087378640776,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,0,,,,,,,4,"Chennai, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,20210911,https://www.thehindu.com/news/cities/chennai/3-kg-gold-seized-at-airport/article36409073.ece
1003656889,20210911,202109,2021,2021.6877,HIN,HINDU,,,,HIN,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,4,1,4,-0.97087378640776,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,0,,,,,,,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,25.2522,55.28,-782831,20210911,https://www.thehindu.com/news/cities/chennai/3-kg-gold-seized-at-airport/article36409073.ece
1003658315,20210911,202109,2021,2021.6877,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,100,100,10,3,-5.0,12,5,12,-4.30031356161004,0,,,,,,,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658425,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,0,010,010,01,1,0.0,6,5,6,-4.30031356161004,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,0,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658432,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,0,111,111,11,3,-2.0,12,5,12,-4.30031356161004,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,0,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658438,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,CANGOV,CANADA,CAN,,,,,GOV,,,0,100,100,10,3,-5.0,18,5,18,-4.30031356161004,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658443,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,0,111,111,11,3,-2.0,12,5,12,-4.30031356161004,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658445,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,1,040,040,04,1,1.0,6,5,6,-4.30031356161004,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658446,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,USAMED,REUTERS,USA,,,,,MED,,,1,040,040,04,1,1.0,6,5,6,-4.30031356161004,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658449,20210911,202109,2021,2021.6877,CANGOV,CANADA,CAN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,0,100,100,10,3,-5.0,12,5,12,-4.30031356161004,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658450,20210911,202109,2021,2021.6877,CANGOV,CANADA,CAN,,,,,GOV,,,PTY,POLITICIAN,,,,,,,,,0,100,100,10,3,-5.0,12,5,12,-4.30031356161004,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658576,20210911,202109,2021,2021.6877,GOV,PREMIER,,,,,,GOV,,,,,,,,,,,,,0,100,100,10,3,-5.0,6,5,6,-4.30031356161004,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,0,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658577,20210911,202109,2021,2021.6877,GOV,PRIME MINISTER,,,,,,GOV,,,,,,,,,,,,,0,111,111,11,3,-2.0,36,5,36,-4.30031356161004,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,0,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658595,20210911,202109,2021,2021.6877,GOV,PREMIER,,,,,,GOV,,,PTY,POLITICIAN,,,,,,,,,0,100,100,10,3,-5.0,6,5,6,-4.30031356161004,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658778,20210911,202109,2021,2021.6877,PTY,PARTY LEADER,,,,,,,,,,,,,,,,,,,0,120,120,12,3,-4.0,12,5,12,-4.30031356161004,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,0,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003658779,20210911,202109,2021,2021.6877,PTY,POLITICIAN,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,100,100,10,3,-5.0,6,5,6,-4.30031356161004,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-questioning-controversial-quebec-bills-not-racist
1003659344,20210911,202109,2021,2021.6877,AFG,AFGHANISTAN,AFG,,,,,,,,,,,,,,,,,,0,080,080,08,2,5.0,1,1,1,-0.47080979284369,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659346,20210911,202109,2021,2021.6877,AFG,AFGHANISTAN,AFG,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,030,030,03,1,4.0,1,1,1,-0.47080979284369,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659347,20210911,202109,2021,2021.6877,AFG,AFGHANISTAN,AFG,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,030,030,03,1,4.0,1,1,1,-0.47080979284369,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659348,20210911,202109,2021,2021.6877,AFG,AFGHANISTAN,AFG,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,080,080,08,2,5.0,1,1,1,-0.47080979284369,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659349,20210911,202109,2021,2021.6877,AFG,AFGHANISTAN,AFG,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,080,080,08,2,5.0,1,1,1,-0.47080979284369,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659502,20210911,202109,2021,2021.6877,GBR,BRITISH,GBR,,,,,,,,MIL,COMMANDER,,,,,,MIL,,,0,190,190,19,4,-10.0,1,1,1,-0.47080979284369,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659503,20210911,202109,2021,2021.6877,GBR,BRITISH,GBR,,,,,,,,MIL,COMMANDER,,,,,,MIL,,,0,190,190,19,4,-10.0,1,1,1,-0.47080979284369,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659690,20210911,202109,2021,2021.6877,MIL,COMMANDER,,,,,,MIL,,,GBR,BRITISH,GBR,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-0.47080979284369,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003659691,20210911,202109,2021,2021.6877,MIL,COMMANDER,,,,,,MIL,,,GBR,BRITISH,GBR,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-0.47080979284369,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20210911,https://www.naturalnews.com/2021-09-11-usa-today-targeted-gold-star-families.html
1003662636,20210911,202109,2021,2021.6877,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRCVL,UNITED KINGDOM,GBR,,,,,CVL,,,0,013,013,01,1,0.4,4,1,4,-0.89285714285714,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20210911,https://www.dailymail.co.uk/news/article-9981185/Goldman-Sachs-urges-6-000-staff-jabbed-desks.html
1003662637,20210911,202109,2021,2021.6877,GBR,UNITED KINGDOM,GBR,,,,,,,,GBRCVL,UNITED KINGDOM,GBR,,,,,CVL,,,0,051,051,05,1,3.4,4,1,4,-0.89285714285714,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20210911,https://www.dailymail.co.uk/news/article-9981185/Goldman-Sachs-urges-6-000-staff-jabbed-desks.html
1003662846,20210911,202109,2021,2021.6877,MNCUSA,GOLDMAN SACHS,USA,,,,,MNC,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-0.89285714285714,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,0,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20210911,https://www.dailymail.co.uk/news/article-9981185/Goldman-Sachs-urges-6-000-staff-jabbed-desks.html
1003668824,20210911,202109,2021,2021.6877,FRA,FRANCE,FRA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,6.01719197707737,1,Italy,IT,IT,42.833333,12.833333,IT,0,,,,,,,1,Germany,GM,GM,51.5,10.5,GM,20210911,https://www.bignewsnetwork.com/news/271109453/roundup-audrey-diwan-wins-venice-film-golden-lion-with-levenement
1003668825,20210911,202109,2021,2021.6877,FRA,FRANCE,FRA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,6.01719197707737,1,Philippines,RP,RP,13,122,RP,0,,,,,,,1,Philippines,RP,RP,13,122,RP,20210911,https://www.bignewsnetwork.com/news/271109453/roundup-audrey-diwan-wins-venice-film-golden-lion-with-levenement
