GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1003546780,20210911,202109,2021,2021.6877,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,040,040,04,1,1.0,80,8,80,2.74509803921568,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003546784,20210911,202109,2021,2021.6877,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,044,044,04,1,2.5,80,8,80,2.74509803921568,0,,,,,,,1,Mexico,MX,MX,23,-102,MX,1,Mexico,MX,MX,23,-102,MX,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003546991,20210911,202109,2021,2021.6877,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,12,3,12,0.92567259461924,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003546992,20210911,202109,2021,2021.6877,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,8,8,8,2.74509803921568,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,1,Mexico,MX,MX,23,-102,MX,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003547161,20210911,202109,2021,2021.6877,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,010,010,01,1,0.0,60,12,60,-0.1280409731114,4,"Vancouver, British Columbia, Canada",CA,CA02,49.25,-123.133,-575268,0,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,49.25,-123.133,-575268,20210911,https://www.albuquerqueexpress.com/news/271095971/ggx-gold-corp-initiates-bulk-sample-permit-on-the-cod-vein---historic-mining-camp---greenwood-bc
1003547176,20210911,202109,2021,2021.6877,BUS,INVESTOR,,,,,,BUS,,,,,,,,,,,,,1,040,040,04,1,1.0,80,8,80,2.74509803921568,1,Mexico,MX,MX,23,-102,MX,0,,,,,,,1,Mexico,MX,MX,23,-102,MX,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003548602,20210911,202109,2021,2021.6877,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,107,20,99,0.266633878897578,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,0,,,,,,,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003548603,20210911,202109,2021,2021.6877,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,8,8,8,2.74509803921568,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,0,,,,,,,1,Mexico,MX,MX,23,-102,MX,20210911,https://www.stlouisstar.com/news/271095015/gold-resource-corporation-attending-the-gold-forum-americas--xpl-dev-2021-conference
1003554475,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,3,1,3,-2.28743827618958,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,0,,,,,,,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003554476,20210911,202109,2021,2021.6877,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,1,1,1,-4.47427293064877,4,"Calgary, Alberta, Canada",CA,CA01,51.0833,-114.083,-561990,0,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003554496,20210911,202109,2021,2021.6877,CAN,CANADIAN,CAN,,,,,,,,PTY,POLITICIAN,,,,,,,,,1,090,090,09,2,-2.0,30,3,30,-2.64665414809162,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003554705,20210911,202109,2021,2021.6877,FRA,FRENCH,FRA,,,,,,,,,,,,,,,,,,1,160,160,16,4,-4.0,22,3,22,-2.37354333566629,1,France,FR,FR,46,2,FR,0,,,,,,,1,France,FR,FR,46,2,FR,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003554800,20210911,202109,2021,2021.6877,GOV,PRESIDENT,,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,040,040,04,1,1.0,4,2,4,-4.47177333683277,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003554801,20210911,202109,2021,2021.6877,GOV,PRESIDENT,,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,040,040,04,1,1.0,2,2,2,-4.47177333683277,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,4,"Quebec, Quebec, Canada",CA,CA10,47.5,-72,-571850,4,"Gatineau, Quebec, Canada",CA,CA10,45.4833,-75.65,-565140,20210911,https://www.calgarysun.com/opinion/columnists/goldstein-canadas-official-leaders-debates-a-farce
1003556399,20210911,202109,2021,2021.6877,BUS,COMPANY,,,,,,BUS,,,CAN,VANCOUVER,CAN,,,,,,,,1,030,030,03,1,4.0,12,2,12,1.10050843264694,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,20210911,https://www.finanznachrichten.de/nachrichten-2021-09/53914404-minfocus-exploration-corp-minfocus-announces-acquisition-of-majority-interest-in-the-big-hill-gold-property-and-dollar-2-125-000-private-placement-296.htm
1003556718,20210911,202109,2021,2021.6877,GOV,GOVERNMENT,,,,,,GOV,,,JUD,JUDGE,,,,,,JUD,,,1,010,010,01,1,0.0,12,1,12,-4.27350427350427,1,Kyrgyzstan,KG,KG,41,75,KG,1,Kyrgyzstan,KG,KG,41,75,KG,1,Kyrgyzstan,KG,KG,41,75,KG,20210911,https://www.law360.com/energy/articles/1420868/kyrgyz-gov-t-says-kumtor-gold-ch-11-sanction-bid-is-barred
1003556894,20210911,202109,2021,2021.6877,KGZ,KYRGYZSTAN,KGZ,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,8,1,8,-4.27350427350427,1,Kyrgyzstan,KG,KG,41,75,KG,1,Kyrgyzstan,KG,KG,41,75,KG,1,Kyrgyzstan,KG,KG,41,75,KG,20210911,https://www.law360.com/energy/articles/1420868/kyrgyz-gov-t-says-kumtor-gold-ch-11-sanction-bid-is-barred
1003557162,20210911,202109,2021,2021.6877,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,060,060,06,2,6.0,12,2,12,1.06824937784608,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,0,,,,,,,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20210911,https://www.police1.com/sept11-20years/articles/is-your-agency-ready-for-the-golden-hour-of-a-disaster-1RhpucUyjqV3xc5X/
1003557188,20210911,202109,2021,2021.6877,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,130,130,13,3,-4.4,6,2,6,1.01053887900556,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,0,,,,,,,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20210911,https://www.police1.com/sept11-20years/articles/is-your-agency-ready-for-the-golden-hour-of-a-disaster-1RhpucUyjqV3xc5X/
1003558092,20210911,202109,2021,2021.6877,AFR,AFRICA,AFR,,,,,,,,GBR,LONDON,GBR,,,,,,,,1,036,036,03,1,4.0,3,1,3,2.60869565217391,1,China,CH,CH,35,105,CH,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20210911,https://republicofmining.com/2021/09/10/west-africas-political-whirligig-wont-keep-investment-dollars-from-its-gold-by-david-mckay-miningmx-com-september-10-2021/
1003558139,20210911,202109,2021,2021.6877,BUS,COMPANY,,,,,,BUS,,,CAN,CANADA,CAN,,,,,,,,1,051,051,05,1,3.4,6,1,6,-0.38314176245211,4,"Detour Lake, Northwest Territories, Canada",CA,CA13,62.65,-112.917,-563554,4,"Detour Lake, Northwest Territories, Canada",CA,CA13,62.65,-112.917,-563554,4,"Detour Lake, Northwest Territories, Canada",CA,CA13,62.65,-112.917,-563554,20210911,https://republicofmining.com/2021/09/10/news-release-kirkland-lake-gold-announces-10-1-million-ounce-increase-in-measured-and-indicated-mineral-resources-at-detour-lake-mine-september-2-2021/
1003558344,20210911,202109,2021,2021.6877,GBR,LONDON,GBR,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,036,036,03,1,4.0,3,1,3,2.60869565217391,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,1,China,CH,CH,35,105,CH,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20210911,https://republicofmining.com/2021/09/10/west-africas-political-whirligig-wont-keep-investment-dollars-from-its-gold-by-david-mckay-miningmx-com-september-10-2021/
1003561146,20210911,202109,2021,2021.6877,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,080,080,08,2,5.0,20,1,20,-2.49311130251055,0,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561148,20210911,202109,2021,2021.6877,,,,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,0,040,040,04,1,1.0,2,1,2,-2.75534441805226,0,,,,,,,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561251,20210911,202109,2021,2021.6877,AUS,AUSTRALIA,AUS,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,0,020,020,02,1,3.0,8,1,8,-2.49311130251055,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561253,20210911,202109,2021,2021.6877,AUS,AUSTRALIA,AUS,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,1,040,040,04,1,1.0,24,2,24,-3.20946298310503,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561254,20210911,202109,2021,2021.6877,AUSGOVHLH,AUSTRALIA,AUS,,,,,GOV,HLH,,AUS,SYDNEY,AUS,,,,,,,,1,020,020,02,1,3.0,2,1,2,-2.75534441805226,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561255,20210911,202109,2021,2021.6877,AUSGOVHLH,AUSTRALIA,AUS,,,,,GOV,HLH,,GOV,MAYOR,,,,,,GOV,,,0,036,036,03,1,4.0,4,1,4,-2.49311130251055,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561395,20210911,202109,2021,2021.6877,CVL,COMMUNITY,,,,,,CVL,,,AUS,AUSTRALIA,AUS,,,,,,,,0,010,010,01,1,0.0,4,1,4,-2.49311130251055,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561396,20210911,202109,2021,2021.6877,CVL,COMMUNITY,,,,,,CVL,,,AUSEDU,AUSTRALIA,AUS,,,,,EDU,,,0,010,010,01,1,0.0,4,1,4,-2.49311130251055,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561399,20210911,202109,2021,2021.6877,CVL,COMMUNITY,,,,,,CVL,,,EDU,PROFESSOR,,,,,,EDU,,,0,010,010,01,1,0.0,12,1,12,-2.49311130251055,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561503,20210911,202109,2021,2021.6877,GOV,PREMIER,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,20,1,20,-2.49311130251055,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,0,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561525,20210911,202109,2021,2021.6877,GOV,MAYOR,,,,,,GOV,,,AUSGOVHLH,AUSTRALIA,AUS,,,,,GOV,HLH,,0,036,036,03,1,4.0,4,1,4,-2.49311130251055,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561543,20210911,202109,2021,2021.6877,GOV,MAYOR,,,,,,GOV,,,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,0,036,036,03,1,4.0,16,1,16,-2.49311130251055,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561606,20210911,202109,2021,2021.6877,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,AUS,SYDNEY,AUS,,,,,,,,1,020,020,02,1,3.0,11,1,11,-2.49311130251055,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561607,20210911,202109,2021,2021.6877,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,GOV,MAYOR,,,,,,GOV,,,0,036,036,03,1,4.0,16,1,16,-2.49311130251055,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561625,20210911,202109,2021,2021.6877,HLH,DOCTOR,,,,,,HLH,,,,,,,,,,,,,1,040,040,04,1,1.0,8,2,8,-2.96481678407098,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,0,,,,,,,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003561626,20210911,202109,2021,2021.6877,HLH,DOCTOR,,,,,,HLH,,,AUS,AUSTRALIA,AUS,,,,,,,,0,040,040,04,1,1.0,16,1,16,-2.49311130251055,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,4,"Nepean, Western Australia, Australia",AS,AS08,-31.1792,121.1,11456510,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=36566a0850f93705bf3786744b0d2539-1631323888
1003562542,20200911,202009,2020,2020.6877,,,,,,,,,,,USA,COLORADO,USA,,,,,,,,1,043,043,04,1,2.8,10,1,10,3.24675324675325,0,,,,,,,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,20210911,https://www.abqjournal.com/2428040/new-mexico-beers-earn-two-gold-two-silver-medals.html
1003562546,20200911,202009,2020,2020.6877,USA,COLORADO,USA,,,,,,,,,,,,,,,,,,1,036,036,03,1,4.0,10,1,10,3.24675324675325,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,0,,,,,,,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,20210911,https://www.abqjournal.com/2428040/new-mexico-beers-earn-two-gold-two-silver-medals.html
1003562547,20200911,202009,2020,2020.6877,USA,COLORADO,USA,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,10,1,10,3.24675324675325,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,0,,,,,,,3,"Colorado Convention Center, Colorado, United States",US,USCO,39.7425,-104.996,1934514,20210911,https://www.abqjournal.com/2428040/new-mexico-beers-earn-two-gold-two-silver-medals.html
1003563721,20210911,202109,2021,2021.6877,,,,,,,,,,,MYS,MALAYSIA,MYS,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-11.1111111111111,0,,,,,,,1,Malaysia,MY,MY,2.5,112.5,MY,1,Malaysia,MY,MY,2.5,112.5,MY,20210911,https://www.law360.com/banking/articles/1420785/judge-rejects-ex-goldman-exec-s-bid-to-avoid-1mdb-trial
1003566199,20210910,202109,2021,2021.6849,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,4,1,4,-2.23087818696884,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,0,,,,,,,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=68882f54ce8c364e5f4c792c542cab5b-1631327497
1003566245,20210911,202109,2021,2021.6877,,,,,,,,,,,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,0,120,120,12,3,-4.0,2,1,2,-2.23087818696884,0,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,-35.2833,149.217,-1563952,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=68882f54ce8c364e5f4c792c542cab5b-1631327497
1003566246,20210911,202109,2021,2021.6877,,,,,,,,,,,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,0,120,120,12,3,-4.0,3,1,3,-2.23087818696884,0,,,,,,,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,4,"Riverina, Western Australia, Australia",AS,AS08,-33.2569,115.817,11460811,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=68882f54ce8c364e5f4c792c542cab5b-1631327497
1003566328,20210911,202109,2021,2021.6877,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,0841,084,08,2,7.0,2,1,2,-4.72854640980735,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,0,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news?nk=bd891036843ec55171c9fbf9b591f570-1631327503
1003566336,20210911,202109,2021,2021.6877,AUSGOVHLH,AUSTRALIA,AUS,,,,,GOV,HLH,,AUS,SYDNEY,AUS,,,,,,,,0,020,020,02,1,3.0,2,1,2,-2.23087818696884,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=68882f54ce8c364e5f4c792c542cab5b-1631327497
1003566545,20210911,202109,2021,2021.6877,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,AUS,SYDNEY,AUS,,,,,,,,1,020,020,02,1,3.0,7,2,7,-2.0198318583423,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,-33.8833,151.217,-1603135,20210911,https://www.goldcoastbulletin.com.au/news/breaking-news/live-breaking-news-nsw-and-victoria-lockdown-updates-and-covid-case-numbers/news-story/6d9082195f1b6366ced1b4f0ee8bce21?nk=68882f54ce8c364e5f4c792c542cab5b-1631327497
1003570577,20210911,202109,2021,2021.6877,NGA,NIGERIA,NGA,,,,,,,,BUS,ENTREPRENEUR,,,,,,BUS,,,0,111,111,11,3,-2.0,2,1,2,6.36942675159235,1,Nigeria,NI,NI,10,8,NI,1,Nigeria,NI,NI,10,8,NI,1,Nigeria,NI,NI,10,8,NI,20210911,https://www.thisdaylive.com/index.php/2021/09/11/goldberg-marks-maiden-omoluabi-day/
