Date,Gold_Price,Crude_Oil,Inflation,Interest_Rate,USD_EUR,SLV,^GSPC,sent_enc,increase_ind
2023-01-03,0.27918609271801254,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.3519970138111237,0.5280077613203535,0.41183324170622604,2,0
2023-01-04,0.29261171509071615,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.3747667039940277,0.5202142956850304,0.4193159954062249,2,1
2023-01-05,0.2746831466341404,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.33818589025755896,0.4958596923482852,0.40767016471841844,2,-1
2023-01-06,0.30128423477718824,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.37439343038447204,0.5216756053311928,0.43024553783591224,2,1
2023-01-09,0.3045363978492641,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.426651735722285,0.5129079332650943,0.4294694955237053,0,1
2023-01-10,0.30987328410193715,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.41843971631205745,0.5124208300497068,0.4365187630264471,0,1
2023-01-11,0.3088725304510951,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4195595371407239,0.5036531579836083,0.4495895663211704,0,-1
2023-01-12,0.3257171293779155,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4505412467338563,0.5197271924696427,0.45310897238488246,0,1
2023-01-13,0.3433955412321319,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.446061963419186,0.5416463726348888,0.45724100007629254,1,1
2023-01-17,0.3336390520159047,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.43934303844718103,0.5260594413642423,0.455133449875917,2,-1
2023-01-18,0.32938626253439174,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.45203434117207886,0.5046273644143835,0.4390130353817505,2,-1
2023-01-19,0.3528185307256819,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.44568868980962995,0.5236239252873043,0.4312240342338136,2,1
2023-01-20,0.34781514419568604,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4535274356103023,0.5265465445796296,0.45036820663572885,2,-1
2023-01-23,0.35065046442476655,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4662187383352001,0.5051144676297707,0.4626188015782675,1,1
2023-01-24,0.3560706937977578,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4692049272116461,0.5138821396958697,0.46187646993072073,1,1
2023-01-25,0.3629919900263099,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4796565882792092,0.5241110285026918,0.46168700585678457,1,1
2023-01-26,0.3493162110512469,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4665920119447553,0.5250852349334669,0.47316155848711605,1,-1
2023-01-27,0.3472314878706495,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.46323254945875325,0.5099854068782077,0.47579080023288256,1,-1
2023-01-30,0.3433955412321319,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.4669652855543114,0.5090112004474328,0.46208931602582193,1,-1
2023-01-31,0.34881589784652833,0.6145883255056073,0.7225449426384687,0.8106060606060606,0.46360582306830933,0.5172917692981434,0.477358472871406,1,1
2023-02-01,0.3676617495922232,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.48562896603210115,0.5294690709665162,0.4884177253209421,1,1
2023-02-02,0.33622408840122064,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.48600223964165723,0.5046273644143835,0.5041332316437195,1,-1
2023-02-03,0.29919951159659086,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4512877939529676,0.45591815774089284,0.4929001031343567,1,-1
2023-02-06,0.30220151806630735,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4128406121687198,0.4515343217078436,0.4863076404841258,0,1
2023-02-07,0.30353564419842183,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4064949608062709,0.44666338245940673,0.5000428353558466,0,1
2023-02-08,0.30712143423458005,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4173198954833892,0.4515343217078436,0.4880673118330263,0,1
2023-02-09,0.29561372156043264,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.42739828294139626,0.43692159686797194,0.47863022670548716,0,-1
2023-02-10,0.29836557142778974,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.39343038447181744,0.43984412325485855,0.4809557556397561,1,1
2023-02-13,0.2910273051148373,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4113475177304964,0.437895803298747,0.4931103512271062,2,-1
2023-02-14,0.2921114018859976,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.4128406121687198,0.4339990704810853,0.4928092364179606,2,1
2023-02-15,0.2777684962241749,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.39828294139604337,0.4227958823380492,0.49578629364929094,2,-1
2023-02-16,0.2766010563326966,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.398656215005599,0.42036045916655007,0.4809427656279981,1,-1
2023-02-17,0.2808538458142096,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.39641657334826474,0.4286410280172611,0.47800474179785324,1,1
2023-02-21,0.2755169595615363,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.38857782754759285,0.4315635544041475,0.4567867932261336,0,-1
2023-02-22,0.26751169380322914,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.375886524822695,0.4159766231335008,0.4551542338947301,2,-1
2023-02-23,0.2667612239961512,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.36095558044046294,0.4101314774542889,0.4606747987942228,2,-1
2023-02-24,0.25658776469552347,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.34677118327734213,0.38382855416143213,0.4497011536904687,2,-1
2023-02-27,0.2620913371888327,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.3658081373646884,0.3760350885261087,0.4528676116298245,1,1
2023-02-28,0.26851232021266624,0.6154509728745328,0.7390495299428812,0.8560606060606061,0.3680477790220231,0.3901607101505926,0.4497296683504257,2,1
2023-03-01,0.2766843994530146,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.39492347891004087,0.3935704326583057,0.4448605683820832,2,1
2023-03-02,0.27585058652561867,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.3654348637551328,0.3911349165813679,0.45263664288417305,2,-1
2023-03-03,0.2911107754765605,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.3732736095558047,0.4062347446366271,0.46932285159779674,2,1
2023-03-06,0.28385585228392607,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.4023889511011567,0.3950316493990297,0.4700443992265304,1,-1
2023-03-07,0.25883917411675705,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.35722284434490437,0.3526546916201385,0.4539395727464739,1,-1
2023-03-08,0.25817204742999733,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.3482642777155651,0.3502191755432009,0.45540338865684293,1,-1
2023-03-09,0.2720146398871013,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.35871593878312824,0.35216758840475093,0.4362774022713891,1,1
2023-03-10,0.3026183609093027,0.5755774944886418,0.7417517515897796,0.8712121212121212,0.3893243747667041,0.37262545892383436,0.42155331899236037,2,1
