Date,SLV,^GSPC
2019-12-02,15.800000190734863,3113.8701171875
2019-12-03,16.049999237060547,3093.199951171875
2019-12-04,15.760000228881836,3112.760009765625
2019-12-05,15.850000381469727,3117.429931640625
2019-12-06,15.479999542236328,3145.909912109375
2019-12-09,15.5,3135.9599609375
2019-12-10,15.569999694824219,3132.52001953125
2019-12-11,15.75,3141.6298828125
2019-12-12,15.850000381469727,3168.570068359375
2019-12-13,15.84000015258789,3168.800048828125
2019-12-16,15.90999984741211,3191.449951171875
2019-12-17,15.880000114440918,3192.52001953125
2019-12-18,15.899999618530273,3191.139892578125
2019-12-19,15.9399995803833,3205.3701171875
2019-12-20,16.040000915527344,3221.219970703125
2019-12-23,16.280000686645508,3224.010009765625
2019-12-24,16.579999923706055,3223.3798828125
2019-12-26,16.729999542236328,3239.909912109375
2019-12-27,16.579999923706055,3240.02001953125
2019-12-30,16.739999771118164,3221.2900390625
2019-12-31,16.68000030517578,3230.780029296875
2020-01-02,16.809999465942383,3257.85009765625
2020-01-03,16.84000015258789,3234.85009765625
2020-01-06,16.940000534057617,3246.280029296875
2020-01-07,17.170000076293945,3237.179931640625
2020-01-08,16.93000030517578,3253.050048828125
2020-01-09,16.719999313354492,3274.699951171875
2020-01-10,16.889999389648438,3265.35009765625
2020-01-13,16.780000686645508,3288.1298828125
2020-01-14,16.6200008392334,3283.14990234375
2020-01-15,16.809999465942383,3289.2900390625
2020-01-16,16.770000457763672,3316.81005859375
2020-01-17,16.81999969482422,3329.6201171875
2020-01-21,16.639999389648438,3320.7900390625
2020-01-22,16.65999984741211,3321.75
2020-01-23,16.610000610351562,3325.5400390625
2020-01-24,16.90999984741211,3295.469970703125
2020-01-27,16.889999389648438,3243.6298828125
2020-01-28,16.31999969482422,3276.239990234375
2020-01-29,16.40999984741211,3273.39990234375
2020-01-30,16.68000030517578,3283.659912109375
2020-01-31,16.81999969482422,3225.52001953125
2020-02-03,16.5,3248.919921875
2020-02-04,16.450000762939453,3297.590087890625
2020-02-05,16.459999084472656,3334.68994140625
2020-02-06,16.6299991607666,3345.780029296875
2020-02-07,16.540000915527344,3327.7099609375
2020-02-10,16.610000610351562,3352.090087890625
2020-02-11,16.479999542236328,3357.75
2020-02-12,16.329999923706055,3379.449951171875
2020-02-13,16.459999084472656,3373.93994140625
2020-02-14,16.559999465942383,3380.159912109375
2020-02-18,17.010000228881836,3370.2900390625
2020-02-19,17.229999542236328,3386.14990234375
2020-02-20,17.139999389648438,3373.22998046875
2020-02-21,17.280000686645508,3337.75
2020-02-24,17.399999618530273,3225.889892578125
2020-02-25,16.709999084472656,3128.2099609375
2020-02-26,16.68000030517578,3116.389892578125
2020-02-27,16.469999313354492,2978.760009765625
2020-02-28,15.529999732971191,2954.219970703125
2020-03-02,15.5600004196167,3090.22998046875
2020-03-03,16.020000457763672,3003.3701171875
2020-03-04,16.09000015258789,3130.1201171875
2020-03-05,16.299999237060547,3023.93994140625
2020-03-06,16.18000030517578,2972.3701171875
2020-03-09,15.880000114440918,2746.56005859375
2020-03-10,15.729999542236328,2882.22998046875
2020-03-11,15.630000114440918,2741.3798828125
2020-03-12,14.619999885559082,2480.639892578125
2020-03-13,13.6899995803833,2711.02001953125
2020-03-16,12.0,2386.1298828125
2020-03-17,11.880000114440918,2529.18994140625
2020-03-18,11.210000038146973,2398.10009765625
2020-03-19,11.319999694824219,2409.389892578125
2020-03-20,11.619999885559082,2304.919921875
2020-03-23,12.3100004196167,2237.39990234375
2020-03-24,13.289999961853027,2447.330078125
2020-03-25,13.510000228881836,2475.56005859375
2020-03-26,13.529999732971191,2630.070068359375
2020-03-27,13.4399995803833,2541.469970703125
2020-03-30,13.15999984741211,2626.64990234375
2020-03-31,13.050000190734863,2584.590087890625
2020-04-01,13.020000457763672,2470.5
2020-04-02,13.529999732971191,2526.89990234375
2020-04-03,13.460000038146973,2488.64990234375
2020-04-06,14.029999732971191,2663.679931640625
2020-04-07,13.989999771118164,2659.409912109375
2020-04-08,13.9399995803833,2749.97998046875
2020-04-09,14.34000015258789,2789.820068359375
2020-04-13,14.399999618530273,2761.6298828125
2020-04-14,14.649999618530273,2846.06005859375
2020-04-15,14.489999771118164,2783.360107421875
2020-04-16,14.510000228881836,2799.550048828125
2020-04-17,14.149999618530273,2874.56005859375
2020-04-20,14.260000228881836,2823.159912109375
2020-04-21,13.880000114440918,2736.56005859375
2020-04-22,14.09000015258789,2799.31005859375
2020-04-23,14.210000038146973,2797.800048828125
2020-04-24,14.210000038146973,2836.739990234375
2020-04-27,14.210000038146973,2878.47998046875
2020-04-28,14.100000381469727,2863.389892578125
2020-04-29,14.279999732971191,2939.510009765625
2020-04-30,13.979999542236328,2912.429931640625
2020-05-01,13.920000076293945,2830.7099609375
2020-05-04,13.770000457763672,2842.739990234375
2020-05-05,13.930000305175781,2868.43994140625
2020-05-06,13.920000076293945,2848.419921875
2020-05-07,14.260000228881836,2881.18994140625
2020-05-08,14.4399995803833,2929.800048828125
2020-05-11,14.4399995803833,2930.18994140625
2020-05-12,14.420000076293945,2870.1201171875
2020-05-13,14.550000190734863,2820.0
2020-05-14,14.8100004196167,2852.5
2020-05-15,15.510000228881836,2863.699951171875
2020-05-18,15.789999961853027,2953.909912109375
2020-05-19,16.170000076293945,2922.93994140625
2020-05-20,16.360000610351562,2971.610107421875
2020-05-21,15.960000038146973,2948.510009765625
2020-05-22,16.040000915527344,2955.449951171875
2020-05-26,15.970000267028809,2991.77001953125
2020-05-27,16.149999618530273,3036.1298828125
2020-05-28,16.190000534057617,3029.72998046875
2020-05-29,16.65999984741211,3044.31005859375
2020-06-01,17.100000381469727,3055.72998046875
2020-06-02,16.84000015258789,3080.820068359375
2020-06-03,16.479999542236328,3122.8701171875
2020-06-04,16.540000915527344,3112.35009765625
2020-06-05,16.200000762939453,3193.929931640625
2020-06-08,16.59000015258789,3232.389892578125
2020-06-09,16.420000076293945,3207.179931640625
2020-06-10,16.959999084472656,3190.139892578125
2020-06-11,16.440000534057617,3002.10009765625
2020-06-12,16.280000686645508,3041.31005859375
2020-06-15,16.229999542236328,3066.590087890625
2020-06-16,16.260000228881836,3124.739990234375
2020-06-17,16.329999923706055,3113.489990234375
2020-06-18,16.209999084472656,3115.340087890625
2020-06-19,16.489999771118164,3097.739990234375
2020-06-22,16.5,3117.860107421875
2020-06-23,16.760000228881836,3131.2900390625
2020-06-24,16.280000686645508,3050.330078125
2020-06-25,16.59000015258789,3083.760009765625
2020-06-26,16.6299991607666,3009.050048828125
2020-06-29,16.649999618530273,3053.239990234375
2020-06-30,17.010000228881836,3100.2900390625
2020-07-01,16.81999969482422,3115.860107421875
2020-07-02,16.709999084472656,3130.010009765625
2020-07-06,17.049999237060547,3179.719970703125
2020-07-07,17.010000228881836,3145.320068359375
2020-07-08,17.489999771118164,3169.93994140625
2020-07-09,17.3799991607666,3152.050048828125
2020-07-10,17.43000030517578,3185.0400390625
2020-07-13,17.729999542236328,3155.219970703125
2020-07-14,17.969999313354492,3197.52001953125
2020-07-15,18.170000076293945,3226.56005859375
2020-07-16,17.780000686645508,3215.570068359375
2020-07-17,18.010000228881836,3224.72998046875
2020-07-20,18.530000686645508,3251.840087890625
2020-07-21,19.670000076293945,3257.300048828125
2020-07-22,21.440000534057617,3276.02001953125
2020-07-23,21.030000686645508,3235.659912109375
2020-07-24,21.209999084472656,3215.6298828125
2020-07-27,22.829999923706055,3239.409912109375
2020-07-28,22.770000457763672,3218.43994140625
2020-07-29,22.56999969482422,3258.43994140625
2020-07-30,21.760000228881836,3246.219970703125
2020-07-31,22.649999618530273,3271.1201171875
2020-08-03,22.739999771118164,3294.610107421875
2020-08-04,24.25,3306.510009765625
2020-08-05,25.049999237060547,3327.77001953125
2020-08-06,26.8799991607666,3349.159912109375
2020-08-07,26.190000534057617,3351.280029296875
2020-08-10,27.0,3360.469970703125
2020-08-11,23.329999923706055,3333.68994140625
2020-08-12,23.420000076293945,3380.35009765625
2020-08-13,25.450000762939453,3373.429931640625
